Serial Number,Assamese Text,Sentiment,English Translation
175,এই সাধাৰণ সেৱা চমৎকাৰ আৰু ইয়াৰ বিষয়ে সদায় ভাল কথা শুনা যায়।,positive,This service is wonderful and you always hear good things about it.
176,এই ৰেষ্টুৰাণ্টৰ ওপৰত মোৰ সন্তুষ্টি সীমাহীন; ই সত্যই সুন্দৰ।,positive,My satisfaction with this restaurant is limitless; it truly is beautiful.
177,এয়া যোৰহাটত সৰ্বশ্ৰেষ্ঠ ফোন। ই অতিশয় অতি ভাল।,positive,This is the best phone in Jorhat. It is extremely very good.
178,এই বেকাৰী মোৰ আশাতকৈও অতি সন্তোষজনক আছিল।,positive,This bakery was more very satisfying than I expected.
179,এই উৎসৱ মোৰ আশাতকৈও অভূতপূর্ব আছিল।,positive,This festival was more exceptional than I expected.
180,মই কফি দোকান উপভোগ কৰোঁ আৰু অভিজ্ঞতা খুব অতি ভাল।,positive,I enjoy the coffee shop and the experience is very very good.
181,এই খেল উজ্জ্বল আৰু ইয়াৰ বিষয়ে সদায় ভাল কথা শুনা যায়।,positive,This game is brilliant and you always hear good things about it.
182,এই অ্যাপ অতি সন্তোষজনক আৰু ইয়াৰ বিষয়ে সদায় ভাল কথা শুনা যায়।,positive,This app is very satisfying and you always hear good things about it.
183,আমাৰ বন্ধুবান্ধৱীয়ে এই অনলাইন দোকানৰ মূল্য অসাধাৰণ বুলি কয়।,positive,My friends say the price of this online shop is extraordinary.
184,আমাৰ বন্ধুবান্ধৱীয়ে এই গাড়ীৰ কাৰ্যক্ষমতা আকর্ষণীয় বুলি কয়।,positive,My friends say the performance of this car is attractive.
185,এয়া ডিব্ৰুগড়ত সৰ্বশ্ৰেষ্ঠ অ্যাপ। ই অতিশয় অতি সন্তোষজনক।,positive,This is the best app in Dibrugarh. It is extremely very satisfying.
186,এয়া ডেলিত সৰ্বশ্ৰেষ্ঠ মিউজিক ভিডিঅ’। ই অতিশয় চমৎকাৰ।,positive,This is the best music video in Delhi. It is extremely wonderful.
187,এই মুভিৰ সুবিধা অতি সন্তোষজনক। মই ইয়াক অতি পছন্দ কৰোঁ।,positive,The convenience of this movie is very satisfying. I like it very much.
188,মই বেংক সেৱা উপভোগ কৰোঁ আৰু অভিজ্ঞতা খুব অতি ভাল।,positive,I enjoy the bank service and the experience is very very good.
189,এয়া বেংগালুরুত সৰ্বশ্ৰেষ্ঠ উৎসৱ। ই অতিশয় অতি ভাল।,positive,This is the best festival in Bangalore. It is extremely very good.
190,মই খেলা ম্যাচ উপভোগ কৰোঁ আৰু অভিজ্ঞতা খুব অতি ভাল।,positive,I enjoy the sports match and the experience is very very good.
191,মই ট্ৰেইন সেৱা উপভোগ কৰোঁ আৰু অভিজ্ঞতা খুব সুন্দৰ।,positive,I enjoy the train service and the experience is very beautiful.
192,আমাৰ বন্ধুবান্ধৱীয়ে এই ট্ৰেইন সেৱাৰ সেৱা উত্তম বুলি কয়।,positive,My friends say the service of this train service is excellent.
193,আমাৰ বন্ধুবান্ধৱীয়ে এই বাচ সেৱাৰ সময়সূচী মনোমোহা বুলি কয়।,positive,My friends say the schedule of this bus service is delightful.
194,এই গান এলবাম মোৰ আশাতকৈও চমৎকাৰ আছিল।,positive,This music album was more wonderful than I expected.
195,এই বেংক সেৱা অবিস্মৰনীয় আৰু ইয়াৰ বিষয়ে সদায় ভাল কথা শুনা যায়।,positive,This bank service is unforgettable and you always hear good things about it.
196,মই খেলা ম্যাচ উপভোগ কৰোঁ আৰু অভিজ্ঞতা খুব উত্তম।,positive,I enjoy the sports match and the experience is very excellent.
197,এই খেল মোৰ আশাতকৈও সুন্দৰ আছিল।,positive,This game was more beautiful than I expected.
198,মই ভ্ৰমণ উপভোগ কৰোঁ আৰু অভিজ্ঞতা খুব অসাধাৰণ।,positive,I enjoy the trip and the experience is very extraordinary.
199,এয়া শিলচৰত সৰ্বশ্ৰেষ্ঠ মুভি। ই অতিশয় অতি সন্তোষজনক।,positive,This is the best movie in Silchar. It is extremely very satisfying.
200,আমাৰ বন্ধুবান্ধৱীয়ে এই কেমেৰাৰ ডেলিভাৰী অসাধাৰণ বুলি কয়।,positive,My friends say the delivery of this camera is extraordinary.
201,মই ভ্ৰমণৰ মূল্যৰ ব্যাপক প্রশংসা কৰোঁ।,positive,I highly appreciate the price of the trip.
202,এয়া গুৱাহাটীত সৰ্বশ্ৰেষ্ঠ খেল। ই অতিশয় সুন্দৰ।,positive,This is the best game in Guwahati. It is extremely beautiful.
203,আমাৰ বন্ধুবান্ধৱীয়ে এই অ্যাপৰ ডেলিভাৰী অতি সন্তোষজনক বুলি কয়।,positive,My friends say the delivery of this app is very satisfying.
204,এই কফি দোকানৰ পৰিস্কাৰ-চোঙা সুন্দৰ। মই ইয়াক অতি পছন্দ কৰোঁ।,positive,The cleanliness of this coffee shop is beautiful. I like it very much.
205,আমাৰ বন্ধুবান্ধৱীয়ে এই গাড়ীৰ মূল্য উত্তম বুলি কয়।,positive,My friends say the price of this car is excellent.
206,আমাৰ বন্ধুবান্ধৱীয়ে এই সাধাৰণ সেৱাৰ সুবিধা অভূতপূর্ব বুলি কয়।,positive,My friends say the convenience of this service is exceptional.
207,মই মুভিৰ পৰিবেশৰ ব্যাপক প্রশংসা কৰোঁ।,positive,I highly appreciate the environment of the movie.
208,আমাৰ বন্ধুবান্ধৱীয়ে এই অ্যাপৰ সুবিধা অভূতপূর্ব বুলি কয়।,positive,My friends say the convenience of this app is exceptional.
209,মই ফিল্ম উপভোগ কৰোঁ আৰু অভিজ্ঞতা খুব উত্তম।,positive,I enjoy the film and the experience is very excellent.
